ID,name,href,docket_number,term
49051,"American Trucking Assns., Inc. v. United States",https://api.oyez.org/cases/1966/510,510,1966
49422,Gills v. California,https://api.oyez.org/cases/1966/1043,1043,1966
49891,Central Bank & Trust Co. v. United States,https://api.oyez.org/cases/1967/1269,1269,1967
49934,California v. Phillips Petroleum Co.,https://api.oyez.org/cases/1967/373,373,1967
50231,Boston & Maine R. Co. v. United States,https://api.oyez.org/cases/1969/343,343,1969
50299,Chicago v. United States,https://api.oyez.org/cases/1968/1047,1047,1968
50599,Richardson v. Wright,https://api.oyez.org/cases/1971/70-161,70-161,1971
50600,Lynch v. Household Finance Corporation,https://api.oyez.org/cases/1971/70-5058,70-5058,1971
50601,Humphrey v. Cady,https://api.oyez.org/cases/1971/70-5004,70-5004,1971
50602,Ivan V. v. City of New York,https://api.oyez.org/cases/1971/71-6425,71-6425,1971
50603,Healy v. James,https://api.oyez.org/cases/1971/71-452,71-452,1971
50604,Wilwording v. Swenson,https://api.oyez.org/cases/1971/70-5308,70-5308,1971
50605,"McNeil v. Director, Patuxent Institution",https://api.oyez.org/cases/1971/71-5144,71-5144,1971
50606,Roe v. Wade,https://api.oyez.org/cases/1971/70-18,70-18,1971
50608,Fuentes v. Shevin,https://api.oyez.org/cases/1971/70-5039,70-5039,1971
50609,Zicarelli v. New Jersey State Commission of Investigation,https://api.oyez.org/cases/1971/69-4,69-4,1971
50611,Washington v. General Motors Corporation,https://api.oyez.org/cases/1971/45_orig,45-orig,1971
50612,Schneble v. Florida,https://api.oyez.org/cases/1971/68-5009,68-5009,1971
50613,Stanley v. Illinois,https://api.oyez.org/cases/1971/70-5014,70-5014,1971
50615,Engelman v. Amos,https://api.oyez.org/cases/1971/70-33,70-33,1971
50616,Reliance Electric Company v. Emerson Electric Company,https://api.oyez.org/cases/1971/70-79,70-79,1971
50617,Smith v. Florida,https://api.oyez.org/cases/1971/70-5055,70-5055,1971
50618,Carleson v. Remillard,https://api.oyez.org/cases/1971/70-250,70-250,1971
50619,Carter v. Stanton,https://api.oyez.org/cases/1971/70-5082,70-5082,1971
50620,James v. Strange,https://api.oyez.org/cases/1971/71-11,71-11,1971
50621,Adams v. Illinois,https://api.oyez.org/cases/1971/70-5038,70-5038,1971
50623,Giglio v. United States,https://api.oyez.org/cases/1971/70-29,70-29,1971
50624,Roudebush v. Hartke,https://api.oyez.org/cases/1971/70-66,70-66,1971
50625,Laird v. Tatum,https://api.oyez.org/cases/1971/71-288,71-288,1971
50626,Richardson v. Belcher,https://api.oyez.org/cases/1971/70-53,70-53,1971
50627,Willis v. Prudential Ins. Co. of America,https://api.oyez.org/cases/1971/70-5344,70-5344,1971
50629,"Evansville-Vanderburgh Airport Authority District v. Delta Airlines, Inc.",https://api.oyez.org/cases/1971/70-99,70-99,1971
50630,Moore v. Illinois,https://api.oyez.org/cases/1971/69-5001,69-5001,1971
50631,"O'Keeffe v. Aerojet-General Shipyards, Inc.",https://api.oyez.org/cases/1971/71-262,71-262,1971
50632,Reed v. Reed,https://api.oyez.org/cases/1971/70-4,70-4,1971
50633,Parisi v. Davidson,https://api.oyez.org/cases/1971/70-91,70-91,1971
50634,"United States v. Christian Echoes National Ministry, Inc.",https://api.oyez.org/cases/1971/71-565,71-565,1971
50635,Love v. Pullman Company,https://api.oyez.org/cases/1971/70-5033,70-5033,1971
50636,Mancusi v. Stubbs,https://api.oyez.org/cases/1971/71-237,71-237,1971
50637,Turner v. Arkansas,https://api.oyez.org/cases/1971/71-1309,71-1309,1971
50639,Cruz v. Beto,https://api.oyez.org/cases/1971/71-5552,71-5552,1971
50640,Townsend v. Swank,https://api.oyez.org/cases/1971/70-5021,70-5021,1971
50641,United States v. Chas. Pfizer & Co.,https://api.oyez.org/cases/1971/70-72,70-72,1971
50642,California Motor Transport Company v. Trucking Unlimited,https://api.oyez.org/cases/1971/70-92,70-92,1971
50643,Miller v. California,https://api.oyez.org/cases/1971/70-73,70-73,1971
50644,Kleindienst v. Mandel,https://api.oyez.org/cases/1971/71-16,71-16,1971
50645,North Carolina v. Rice,https://api.oyez.org/cases/1971/70-77,70-77,1971
50647,Flower v. United States,https://api.oyez.org/cases/1971/71-1180,71-1180,1971
50648,Caplin v. Marine Midland Grace Trust Company of New York,https://api.oyez.org/cases/1971/70-220,70-220,1971
50649,Beecher v. Alabama,https://api.oyez.org/cases/1971/71-6497,71-6497,1971
50650,Doe v. Bolton,https://api.oyez.org/cases/1971/70-40,70-40,1971
50651,Port of Portland v. United States,https://api.oyez.org/cases/1971/70-31,70-31,1971
50652,United States v. Allegheny-Ludlum Steel Corporation,https://api.oyez.org/cases/1971/71-227,71-227,1971
50653,Hawaii v. Standard Oil Company of California,https://api.oyez.org/cases/1971/70-49,70-49,1971
50654,"National Labor Relations Board v. Burns International Security Services, Inc.",https://api.oyez.org/cases/1971/71-123,71-123,1971
50655,Sarno v. Illinois Crime Investigating Commission,https://api.oyez.org/cases/1971/70-7,70-7,1971
50656,Argersinger v. Hamlin,https://api.oyez.org/cases/1971/70-5015,70-5015,1971
50657,Eisenstadt v. Baird,https://api.oyez.org/cases/1971/70-17,70-17,1971
50658,First National City Bank v. Banco Nacional de Cuba,https://api.oyez.org/cases/1971/70-295,70-295,1971
50659,Jackson v. Indiana,https://api.oyez.org/cases/1971/70-5009,70-5009,1971
50660,Groppi v. Leslie,https://api.oyez.org/cases/1971/70-112,70-112,1971
50661,"Brunette Machine Works, Ltd. v. Kockum Industries, Inc.",https://api.oyez.org/cases/1971/70-314,70-314,1971
50662,Federal Power Commission v. Florida Power & Light Company,https://api.oyez.org/cases/1971/70-38,70-38,1971
50663,Gooding v. Wilson,https://api.oyez.org/cases/1971/70-26,70-26,1971
50664,Huffman v. Boersen,https://api.oyez.org/cases/1971/71-5097,71-5097,1971
50665,Stewart v. Massachusetts,https://api.oyez.org/cases/1971/71-5446,71-5446,1971
50666,"Fein v. Selective Service System Local Board No. 7 of Yonkers, New York",https://api.oyez.org/cases/1971/70-58,70-58,1971
50667,Superintendent of Ins. of N. Y. v. Bankers Life & Casualty Co.,https://api.oyez.org/cases/1971/70-60,70-60,1971
50668,United States v. Tucker,https://api.oyez.org/cases/1971/70-86,70-86,1971
50669,Lake Carriers' Assn. v. MacMullan,https://api.oyez.org/cases/1971/71-422,71-422,1971
50671,Furman v. Georgia,https://api.oyez.org/cases/1971/69-5030,69-5003,1971
50673,Lindsey v. Normet,https://api.oyez.org/cases/1971/70-5045,70-5045,1971
50674,Aikens v. California,https://api.oyez.org/cases/1971/68-5027,68-5027,1971
50675,Vermont v. New York,https://api.oyez.org/cases/1971/50_orig,50-orig,1971
50676,United States v. Standard Oil Company of California,https://api.oyez.org/cases/1971/71-527,71-527,1971
50677,Doherty v. United States,https://api.oyez.org/cases/1971/71-5679,71-5679,1971
50678,United States v. Orito,https://api.oyez.org/cases/1971/70-69,70-69,1971
50679,Mayer v. City of Chicago,https://api.oyez.org/cases/1971/70-5040,70-5040,1971
50680,Slayton v. Smith,https://api.oyez.org/cases/1971/70-108,70-108,1971
50681,Schreiner v. United States,https://api.oyez.org/cases/1971/71-5294,71-5294,1971
50682,Bullock v. Carter,https://api.oyez.org/cases/1971/70-128,70-128,1971
50683,Moose Lodge No. 107 v. Irvis,https://api.oyez.org/cases/1971/70-75,70-75,1971
50684,Illinois v. City of Milwaukee,https://api.oyez.org/cases/1971/49_orig,49-orig,1971
50685,"International Union of Operating Engineers, Local 150, AFL-CIO v. Flair Builders, Inc.",https://api.oyez.org/cases/1971/71-41,71-41,1971
50686,Boyd v. Dutton,https://api.oyez.org/cases/1971/70-5075,70-5075,1971
50687,United States v. Brewster,https://api.oyez.org/cases/1971/70-45,70-45,1971
50688,Branzburg v. Hayes,https://api.oyez.org/cases/1971/70-85,70-85,1971
50689,Kirby v. Illinois,https://api.oyez.org/cases/1971/70-5061,70-5061,1971
50690,Securities and Exchange Commission v. Medical Committee for Human Rights,https://api.oyez.org/cases/1971/70-61,70-61,1971
50692,Wisconsin v. Yoder,https://api.oyez.org/cases/1971/70-110,70-110,1971
50693,United States v. 12 200-ft. Reels of Super 8MM. Film,https://api.oyez.org/cases/1971/70-2,70-2,1971
50694,Kois v. Wisconsin,https://api.oyez.org/cases/1971/71-5625,71-5625,1971
50695,Board of Regents of State Colleges v. Roth,https://api.oyez.org/cases/1971/71-162,71-162,1971
50697,Bradley v. United States,https://api.oyez.org/cases/1971/71-5431,71-5431,1971
50698,Pipefitters Local Union No. 562 v. United States,https://api.oyez.org/cases/1971/70-74,70-74,1971
50699,Mitchum v. Foster,https://api.oyez.org/cases/1971/70-27,70-27,1971
50700,United States v. Bass,https://api.oyez.org/cases/1971/70-71,70-71,1971
50701,"S & E Contractors, Inc. v. United States",https://api.oyez.org/cases/1971/70-88,70-88,1971
50702,United States v. Caldwell,https://api.oyez.org/cases/1971/70-57,70-57,1971
50703,Harris v. Washington,https://api.oyez.org/cases/1971/70-5213,70-5213,1971
50704,Sixty-seventh Minnesota State Senate v. Beens,https://api.oyez.org/cases/1971/71-1024,71-1024,1971
50705,Taylor v. McKeithen,https://api.oyez.org/cases/1971/71-784,71-784,1971
50706,United States v. Marion,https://api.oyez.org/cases/1971/70-19,70-19,1971
50707,United States v. Mississippi Chemical Corporation,https://api.oyez.org/cases/1971/70-52,70-52,1971
50708,Pennsylvania v. New York,https://api.oyez.org/cases/1971/40_orig,40-orig,1971
50709,Santobello v. New York,https://api.oyez.org/cases/1971/70-98,70-98,1971
50711,Brooks v. Tennessee,https://api.oyez.org/cases/1971/71-5313,71-5313,1971
50712,Socialist Labor Party v. Gilligan,https://api.oyez.org/cases/1971/70-21,70-21,1971
50713,National Labor Relations Board v. Scrivener,https://api.oyez.org/cases/1971/70-267,70-267,1971
50714,United States v. Scotland Neck City Board of Education,https://api.oyez.org/cases/1971/70-130,70-130,1971
50715,Morrissey v. Brewer,https://api.oyez.org/cases/1971/71-5103,71-5103,1971
50716,Peters v. Kiff,https://api.oyez.org/cases/1971/71-5078,71-5078,1971
50717,Weber v. Aetna Casualty & Surety Co.,https://api.oyez.org/cases/1971/70-5112,70-5112,1971
50718,Schilb v. Kuebel,https://api.oyez.org/cases/1971/70-90,70-90,1971
50719,Younger v. Gilmore,https://api.oyez.org/cases/1971/70-9,70-9,1971
50720,United States v. Biswell,https://api.oyez.org/cases/1971/71-81,71-81,1971
50721,Gravel v. United States,https://api.oyez.org/cases/1971/71-1017,71-1017,1971
50722,Adams v. Williams,https://api.oyez.org/cases/1971/70-283,70-283,1971
50723,"Lloyd Corporation, Ltd. v. Tanner",https://api.oyez.org/cases/1971/71-492,71-492,1971
50724,Police Department of the City of Chicago v. Mosley,https://api.oyez.org/cases/1971/70-87,70-87,1971
50725,Chevron Oil Company v. Huson,https://api.oyez.org/cases/1971/70-11,70-11,1971
50726,Colombo v. New York,https://api.oyez.org/cases/1971/71-352,71-352,1971
50727,Wright v. Council of City of Emporia,https://api.oyez.org/cases/1971/70-188,70-188,1971
50728,"Commissioner v. First Security Bank of Utah, N. A.",https://api.oyez.org/cases/1971/70-305,70-305,1971
50730,Atlantic Coast Line R. Co. v. Erie Lackawanna R. Co.,https://api.oyez.org/cases/1971/71-107,71-107,1971
50731,"National Labor Relations Board v. Plasterers' Union International Assn., AFL-CIO",https://api.oyez.org/cases/1971/70-63,70-63,1971
50732,Papachristou v. City of Jacksonville,https://api.oyez.org/cases/1971/70-5030,70-5030,1971
50733,Rabe v. Washington,https://api.oyez.org/cases/1971/71-247,71-247,1971
50734,Central Hardware Company v. National Labor Relations Board,https://api.oyez.org/cases/1971/70-223,70-223,1971
50736,O'Brien v. Brown,https://api.oyez.org/cases/1971/72-34,72-34,1971
50737,Norfolk & Western R. Company v. Nemitz,https://api.oyez.org/cases/1971/70-97,70-97,1971
50738,Board of Regents of University of Texas System v. New Left Education Project,https://api.oyez.org/cases/1971/70-55,70-55,1971
50739,"Iowa Beef Packers, Inc. v. Thompson",https://api.oyez.org/cases/1971/70-286,70-286,1971
50740,"Victory Carriers, Inc. v. Law",https://api.oyez.org/cases/1971/70-54,70-54,1971
50741,"United States v. Topco Associates, Inc.",https://api.oyez.org/cases/1971/70-82,70-82,1971
50742,Gelbard v. United States,https://api.oyez.org/cases/1971/71-110,71-110,1971
50743,Grubbs v. General Electric Credit Corporation,https://api.oyez.org/cases/1971/71-257,71-257,1971
50744,In re Pappas,https://api.oyez.org/cases/1971/70-94,70-94,1971
50745,Flood v. Kuhn,https://api.oyez.org/cases/1971/71-32,71-32,1971
50746,Arciniega v. Freeman,https://api.oyez.org/cases/1971/70-5135,70-5135,1971
50747,Federal Trade Commission v. Sperry & Hutchinson Company,https://api.oyez.org/cases/1971/70-70,70-70,1971
50748,Andrews v. Louisville & Nashville Railroad Company,https://api.oyez.org/cases/1971/71-300,71-300,1971
50749,Haines v. Kerner,https://api.oyez.org/cases/1971/70-5025,70-5025,1971
50751,National Labor Relations Board v. Nash-Finch Company,https://api.oyez.org/cases/1971/70-93,70-93,1971
50752,United States v. Campos-Serrano,https://api.oyez.org/cases/1971/70-46,70-46,1971
50753,Kastigar v. United States,https://api.oyez.org/cases/1971/70-117,70-117,1971
50754,"D. H. Overmyer Company, Inc., of Ohio v. Frick",https://api.oyez.org/cases/1971/69-5,69-5,1971
50755,Loper v. Beto,https://api.oyez.org/cases/1971/70-5388,70-5388,1971
50756,Barker v. Wingo,https://api.oyez.org/cases/1971/71-5255,71-5255,1971
50758,Grayned v. City of Rockford,https://api.oyez.org/cases/1971/70-5106,70-5106,1971
50759,Milton v. Wainwright,https://api.oyez.org/cases/1971/70-5012,70-5012,1971
50760,United States v. Midwest Video Corporation,https://api.oyez.org/cases/1971/71-506,71-506,1971
50761,"Allied Chemical & Alkali Workers of America, Local Union No. 1 v. Pittsburgh Plate Glass Company, Chemical Division",https://api.oyez.org/cases/1971/70-32,70-32,1971
50762,Federal Power Commission v. Louisiana Power & Light Company,https://api.oyez.org/cases/1971/71-1016,71-1016,1971
50763,Lego v. Twomey,https://api.oyez.org/cases/1971/70-5037,70-5037,1971
50764,Strait v. Laird,https://api.oyez.org/cases/1971/71-83,71-83,1971
50765,Combs v. United States,https://api.oyez.org/cases/1971/71-517,71-517,1971
50766,Laird v. Nelms,https://api.oyez.org/cases/1971/71-573,71-573,1971
50767,Affiliated Ute Citizens of Utah v. United States,https://api.oyez.org/cases/1971/70-78,70-78,1971
50768,United States v. Byrum,https://api.oyez.org/cases/1971/71-308,71-308,1971
50769,Cruz v. Hauck,https://api.oyez.org/cases/1971/70-5343,70-5343,1971
50771,Swarb v. Lennox,https://api.oyez.org/cases/1971/70-6,70-6,1971
50772,Colten v. Kentucky,https://api.oyez.org/cases/1971/71-404,71-404,1971
50773,Connor v. Williams,https://api.oyez.org/cases/1971/71-221,71-221,1971
50774,United States v. Louisiana (Louisiana Boundary Case),https://api.oyez.org/cases/1971/9_orig,9-orig,1971
50775,Dunn v. Blumstein,https://api.oyez.org/cases/1971/70-13,70-13,1971
50776,Jefferson v. Hackney,https://api.oyez.org/cases/1971/70-5064,70-5064,1971
50777,Trbovich v. United Mine Workers,https://api.oyez.org/cases/1971/71-119,71-119,1971
50778,Britt v. North Carolina,https://api.oyez.org/cases/1971/70-5041,70-5041,1971
50779,United States v. Generes,https://api.oyez.org/cases/1971/70-28,70-28,1971
50780,Picard v. Connor,https://api.oyez.org/cases/1971/70-96,70-96,1971
50781,Jennings v. Mahoney,https://api.oyez.org/cases/1971/71-5179,71-5179,1971
50782,The Bremen v. Zapata Off-Shore Company,https://api.oyez.org/cases/1971/71-322,71-322,1971
50783,Sierra Club v. Morton,https://api.oyez.org/cases/1971/70-34,70-34,1971
50784,United States v. United States District Court for the Eastern District of Michigan,https://api.oyez.org/cases/1971/70-153,70-153,1971
50785,"McClanahan v. Morauer & Hartzell, Inc.",https://api.oyez.org/cases/1971/70-5097,70-5097,1971
50786,Murel v. Baltimore City Criminal Court,https://api.oyez.org/cases/1971/70-5276,70-5276,1971
50787,"Dukes v. Warden, Conn. State Prison",https://api.oyez.org/cases/1971/71-5172,71-5172,1971
50788,Alexander v. Louisiana,https://api.oyez.org/cases/1971/70-5026,70-5026,1971
50789,"Deepsouth Packing Company, Inc. v. Laitram Corporation",https://api.oyez.org/cases/1971/71-315,71-315,1971
50790,Perry v. Sindermann,https://api.oyez.org/cases/1971/70-36,70-36,1971
50791,Nebraska v. Iowa,https://api.oyez.org/cases/1971/17_orig,17-orig,1971
50792,"Hicks v. Pleasure House, Inc.",https://api.oyez.org/cases/1971/70-127,70-127,1971
50793,"Diffenderfer v. Central Baptist Church of Miami, Florida, Inc.",https://api.oyez.org/cases/1971/70-47,70-47,1971
50794,Shadwick v. City of Tampa,https://api.oyez.org/cases/1971/71-5445,71-5445,1971
50795,In re Little,https://api.oyez.org/cases/1971/71-244,71-244,1971
50796,Cole v. Richardson,https://api.oyez.org/cases/1971/70-14,70-14,1971
50797,Ford Motor Company v. United States,https://api.oyez.org/cases/1971/70-113,70-113,1971
50798,Duncan v. Tennessee,https://api.oyez.org/cases/1971/70-5122,70-5122,1971
50799,Douglas v. Buder,https://api.oyez.org/cases/1972/72-6198,72-6198,1972
50800,"Federal Power Commission v. Memphis Light, Gas & Water Division",https://api.oyez.org/cases/1972/72-486,72-486,1972
50801,Ohio v. Kentucky,https://api.oyez.org/cases/1972/27_orig,27-orig,1972
50802,United States v. Falstaff Brewing Corporation,https://api.oyez.org/cases/1972/71-873,71-873,1972
50803,School Bd. of Richmond v. State Bd. of Ed. of Va.,https://api.oyez.org/cases/1972/72-549,72-549,1972
50804,United States v. Chandler,https://api.oyez.org/cases/1972/72-438,72-438,1972
50805,Schneckloth v. Bustamonte,https://api.oyez.org/cases/1972/71-732,71-732,1972
50806,Keeble v. United States,https://api.oyez.org/cases/1972/72-5323,72-5323,1972
50807,Morris v. Weinberger,https://api.oyez.org/cases/1972/71-6698,71-6698,1972
50808,"Keyes v. School District No. 1, Denver, Colorado",https://api.oyez.org/cases/1972/71-507,71-507,1972
50809,Alexander v. Virginia,https://api.oyez.org/cases/1972/71-1315,71-1315,1972
50810,Erlenbaugh v. United States,https://api.oyez.org/cases/1972/71-839,71-839,1972
50811,Norwood v. Harrison,https://api.oyez.org/cases/1972/72-77,72-77,1972
50812,United States Civil Service Commission v. National Association of Letter Carriers,https://api.oyez.org/cases/1972/72-634,72-634,1972
50813,Strunk v. United States,https://api.oyez.org/cases/1972/72-5521,72-5521,1972
50814,Mescalero Apache Tribe v. Jones,https://api.oyez.org/cases/1972/71-738,71-738,1972
50815,Northcross v. Board of Education of Memphis City Schools,https://api.oyez.org/cases/1972/72-1164,72-1164,1972
50816,Frontiero v. Richardson,https://api.oyez.org/cases/1972/71-1694,71-1694,1972
50817,Union Oil Company of California v. The San Jacinto,https://api.oyez.org/cases/1972/71-900,71-900,1972
50818,Hurtado v. United States,https://api.oyez.org/cases/1972/71-6742,71-6742,1972
50819,Tollett v. Henderson,https://api.oyez.org/cases/1972/72-95,72-95,1972
50820,United States v. Pennsylvania Industrial Chemical Corporation,https://api.oyez.org/cases/1972/72-624,72-624,1972
50821,Mahan v. Howell,https://api.oyez.org/cases/1972/71-364,71-364,1972
50822,"Mourning v. Family Publications Service, Inc.",https://api.oyez.org/cases/1972/71-829,71-829,1972
50823,Hall v. Cole,https://api.oyez.org/cases/1972/72-630,72-630,1972
50824,Linda R. S. v. Richard D.,https://api.oyez.org/cases/1972/71-6078,71-6078,1972
50825,Sloan v. Lemon,https://api.oyez.org/cases/1972/72-459,72-459,1972
50826,"Brennan v. Arnheim & Neely, Inc.",https://api.oyez.org/cases/1972/71-1598,71-1598,1972
50827,Chaffin v. Stynchcombe,https://api.oyez.org/cases/1972/71-6732,71-6732,1972
50828,New Jersey Welfare Rights Org. v. Cahill,https://api.oyez.org/cases/1972/72-6258,72-6258,1972
50829,Salyer Land Company v. Tulare Lake Basin Water Storage District,https://api.oyez.org/cases/1972/71-1456,71-1456,1972
50830,"Hensley v. Municipal Court, San Jose-Milpitas Judicial Dist., Santa Clara Cty.",https://api.oyez.org/cases/1972/71-1428,71-1428,1972
50831,Gulf States Utilities Company v. Federal Power Commission,https://api.oyez.org/cases/1972/71-1178,71-1178,1972
50832,Philpott v. Essex County Welfare Board,https://api.oyez.org/cases/1972/71-5656,71-5656,1972
50834,United States v. Ash,https://api.oyez.org/cases/1972/71-1255,71-1255,1972
50835,Tidewater Oil Company v. United States,https://api.oyez.org/cases/1972/71-366,71-366,1972
50836,Dean v. Gadsden Times Publishing Corporation,https://api.oyez.org/cases/1972/72-1310,72-1310,1972
50837,Executive Jet Aviation v. City of Cleveland,https://api.oyez.org/cases/1972/71-678,71-678,1972
50838,Ortwein v. Schwab,https://api.oyez.org/cases/1972/72-5431,72-5431,1972
50839,Ward v. Village of Monroeville,https://api.oyez.org/cases/1972/71-496,71-496,1972
50840,United States v. Dionisio,https://api.oyez.org/cases/1972/71-229,71-229,1972
50841,Gaffney v. Cummings,https://api.oyez.org/cases/1972/71-1476,71-1476,1972
50842,In re Griffiths,https://api.oyez.org/cases/1972/71-1336,71-1336,1972
50843,United States v. Bishop,https://api.oyez.org/cases/1972/71-1698,71-1698,1972
50844,Neil v. Biggers,https://api.oyez.org/cases/1972/71-586,71-586,1972
50847,Pittsburgh Press Company v. Pittsburgh Commission on Human Relations,https://api.oyez.org/cases/1972/72-419,72-419,1972
50848,Richardson v. Morris,https://api.oyez.org/cases/1972/72-603,72-603,1972
50849,Dillard v. Industrial Comm'n of Va.,https://api.oyez.org/cases/1972/72-5411,72-5411,1972
50850,Rosario v. Rockefeller,https://api.oyez.org/cases/1972/71-1371,71-1371,1972
50851,Georgia v. United States,https://api.oyez.org/cases/1972/72-75,72-75,1972
50852,Otter Tail Power Company v. United States,https://api.oyez.org/cases/1972/71-991,71-991,1972
50853,Broadrick v. Oklahoma,https://api.oyez.org/cases/1972/71-1639,71-1639,1972
50855,Illinois v. Somerville,https://api.oyez.org/cases/1972/71-692,71-692,1972
50856,Trafficante v. Metropolitan Life Insurance Company,https://api.oyez.org/cases/1972/71-708,71-708,1972
50857,"Hughes Tool Company v. Trans World Airlines, Inc.",https://api.oyez.org/cases/1972/71-827,71-827,1972
50858,Roaden v. Kentucky,https://api.oyez.org/cases/1972/71-1134,71-1134,1972
50859,Texas v. Louisiana,https://api.oyez.org/cases/1972/36_orig,36-orig,1972
50860,Camp v. Pitts,https://api.oyez.org/cases/1972/72-864,72-864,1972
50862,United States v. Jim,https://api.oyez.org/cases/1972/71-1509,71-1509,1972
50863,United States v. Fuller,https://api.oyez.org/cases/1972/71-559,71-559,1972
50864,Robinson v. Neil,https://api.oyez.org/cases/1972/71-6272,71-6272,1972
50865,Johnson v. New York State Education Department,https://api.oyez.org/cases/1972/71-5685,71-5685,1972
50866,United States v. Basye,https://api.oyez.org/cases/1972/71-1022,71-1022,1972
50867,Vlandis v. Kline,https://api.oyez.org/cases/1972/72-493,72-493,1972
50870,CIBA Corporation v. Weinberger,https://api.oyez.org/cases/1972/72-528,72-528,1972
50871,Swenson v. Stidham,https://api.oyez.org/cases/1972/71-224,71-224,1972
50872,Cupp v. Murphy,https://api.oyez.org/cases/1972/72-212,72-212,1972
50873,Evco v. Jones,https://api.oyez.org/cases/1972/71-857,71-857,1972
50874,Almota Farmers Elevator & Warehouse Company v. United States,https://api.oyez.org/cases/1972/71-951,71-951,1972
50875,Levitt v. Committee for Public Education & Religious Liberty,https://api.oyez.org/cases/1972/72-269,72-269,1972
50876,United States v. Mara,https://api.oyez.org/cases/1972/71-850,71-850,1972
50877,Gottschalk v. Benson,https://api.oyez.org/cases/1972/71-485,71-485,1972
50878,"Weinberger v. Bentex Pharmaceuticals, Inc.",https://api.oyez.org/cases/1972/72-555,72-555,1972
50879,"Federal Maritime Commission v. Seatrain Lines, Inc.",https://api.oyez.org/cases/1972/71-1647,71-1647,1972
50880,Tonasket v. Washington,https://api.oyez.org/cases/1972/71-1031,71-1031,1972
50881,Cool v. United States,https://api.oyez.org/cases/1972/72-72,72-72,1972
50882,American Trial Lawyers Assn. v. New Jersey Supreme Court,https://api.oyez.org/cases/1972/72-691,72-691,1972
50883,Moor v. County of Alameda,https://api.oyez.org/cases/1972/72-10,72-10,1972
50884,Bradley v. United States,https://api.oyez.org/cases/1972/71-1304,71-1304,1972
50885,"Atchison, Topeka & Santa Fe Railway Company v. Wichita Board of Trade",https://api.oyez.org/cases/1972/72-214,72-214,1972
50886,Papish v. Board of Curators of the University of Missouri,https://api.oyez.org/cases/1972/72-794,72-794,1972
50887,Brown v. United States,https://api.oyez.org/cases/1972/71-6193,71-6193,1972
50888,Mattz v. Arnett,https://api.oyez.org/cases/1972/71-1182,71-1182,1972
50889,Ham v. South Carolina,https://api.oyez.org/cases/1972/71-5139,71-5139,1972
50890,Burns v. Fortson,https://api.oyez.org/cases/1972/72-901,72-901,1972
50891,Environmental Protection Agency v. Mink,https://api.oyez.org/cases/1972/71-909,71-909,1972
50892,National Labor Relations Board v. International Van Lines,https://api.oyez.org/cases/1972/71-895,71-895,1972
50893,National Labor Relations Board v. Boeing Company,https://api.oyez.org/cases/1972/71-1607,71-1607,1972
50894,One Lot Emerald Cut Stones and One Ring v. United States,https://api.oyez.org/cases/1972/72-376,72-376,1972
50895,Fontaine v. United States,https://api.oyez.org/cases/1972/71-6757,71-6757,1972
50896,"Butz v. Glover Livestock Commission Company, Inc.",https://api.oyez.org/cases/1972/71-1545,71-1545,1972
50897,"Associated Enterpsies, Inc. v. Toltec Watershed Improvement Dist.",https://api.oyez.org/cases/1972/71-1069,71-1069,1972
50898,Employees of the Department of Public Health & Welfare of Missouri v. Missouri Public Health & Welfare of Missouri,https://api.oyez.org/cases/1972/71-1021,71-1021,1972
50899,United States v. Enmons,https://api.oyez.org/cases/1972/71-1193,71-1193,1972
50900,United States v. Russell,https://api.oyez.org/cases/1972/71-1585,71-1585,1972
50901,New York Department of Social Services v. Dublino,https://api.oyez.org/cases/1972/72-792,72-792,1972
50903,Fri v. Sierra Club,https://api.oyez.org/cases/1972/72-804,72-804,1972
50904,"City of Burbank v. Lockheed Air Terminal, Inc.",https://api.oyez.org/cases/1972/71-1637,71-1637,1972
50905,"Columbia Broadcasting System, Inc. v. Democratic National Committee",https://api.oyez.org/cases/1972/71-863,71-863,1972
50906,"Heublein, Inc. v. South Carolina Tax Commission",https://api.oyez.org/cases/1972/71-879,71-879,1972
50907,Robinson v. Hanrahan,https://api.oyez.org/cases/1972/71-6918,71-6918,1972
50908,National Association for the Advancement of Colored People v. New York,https://api.oyez.org/cases/1972/72-129,72-129,1972
50911,"Booster Lodge No. 405, International Association of Machinists & Aerospace Workers, AFL-CIO v. National Labor Relations Board",https://api.oyez.org/cases/1972/71-1417,71-1417,1972
50913,Colgrove v. Battin,https://api.oyez.org/cases/1972/71-1442,71-1442,1972
50914,Almeida-Sanchez v. United States,https://api.oyez.org/cases/1972/71-6278,71-6278,1972
50915,"Askew v. American Waterways Operators, Inc.",https://api.oyez.org/cases/1972/71-1082,71-1082,1972
50916,Gosa v. Mayden,https://api.oyez.org/cases/1972/71-6314,71-6314,1972
50917,United States v. Florida East Coast Railway Company,https://api.oyez.org/cases/1972/70-279,70-279,1972
50918,Kaplan v. California,https://api.oyez.org/cases/1972/71-1422,71-1422,1972
50919,"Weinberger v. Hynson, Westcott & Dunning, Inc.",https://api.oyez.org/cases/1972/72-394,72-394,1972
50920,Doe v. McMillan,https://api.oyez.org/cases/1972/71-6356,71-6356,1972
50921,"National Labor Relations Board v. Granite State Joint Board, Textile Workers Union of America, Local 1029, AFL-CIO",https://api.oyez.org/cases/1972/71-711,71-711,1972
50922,United States v. Kras,https://api.oyez.org/cases/1972/71-749,71-749,1972
