ID,name,href,docket_number,term
55705,Weyhrauch v. United States,https://api.oyez.org/cases/2009/08-1196,08-1196,2009
55706,Lewis v. Chicago,https://api.oyez.org/cases/2009/08-974,08-974,2009
55707,Carr v. United States,https://api.oyez.org/cases/2009/08-1301,08-1301,2009
55708,City of Ontario v. Quon,https://api.oyez.org/cases/2009/08-1332,08-1332,2009
55709,Renico v. Lett,https://api.oyez.org/cases/2009/09-338,09-338,2009
55710,Skilling v. United States,https://api.oyez.org/cases/2009/08-1394,08-1394,2009
55711,Johnson v. United States,https://api.oyez.org/cases/2009/08-6925,08-6925,2009
55712,Doe #1 v. Reed,https://api.oyez.org/cases/2009/09-559,09-559,2009
55713,American Needle Inc. v. National Football League,https://api.oyez.org/cases/2009/08-661,08-661,2009
55714,"Jerman v. Carlisle, McNellie, Rini, Kramer, & Ulrich LPA",https://api.oyez.org/cases/2009/08-1200,08-1200,2009
55716,Hertz Corp. v. Friend,https://api.oyez.org/cases/2009/08-1107,08-1107,2009
55718,Christian Legal Society Chapter v. Martinez,https://api.oyez.org/cases/2009/08-1371,08-1371,2009
55719,CSX Transportation v. McBride,https://api.oyez.org/cases/2010/10-235,10-235,2010
55720,"Stok & Associates, P.A. v. Citibank, N.A.",https://api.oyez.org/cases/2010/10-514,10-514,2010
55721,Bruesewitz v. Wyeth Inc.,https://api.oyez.org/cases/2010/09-152,09-152,2010
55722,Bond v. United States,https://api.oyez.org/cases/2010/09-1227,09-1227,2010
55723,Connick v. Thompson,https://api.oyez.org/cases/2010/09-571,09-571,2010
55724,Pepper v. United States,https://api.oyez.org/cases/2010/09-6822,09-6822,2010
55725,Tapia v. United States,https://api.oyez.org/cases/2010/10-5400,10-5400,2010
55726,Schindler Elevator Corp. v. United States ex rel. Kirk,https://api.oyez.org/cases/2010/10-188,10-188,2010
55727,Premo v. Moore,https://api.oyez.org/cases/2010/09-658,09-658,2010
55728,"PLIVA, Inc. v. Mensing",https://api.oyez.org/cases/2010/09-993,09-993,2010
55729,Arizona Christian School Tuition Organization v. Winn,https://api.oyez.org/cases/2010/09-987,09-987,2010
55731,Walker v. Martin,https://api.oyez.org/cases/2010/09-996,09-996,2010
55732,"Goodyear Dunlop Tires Operations, S.A. v. Brown",https://api.oyez.org/cases/2010/10-76,10-76,2010
55733,Bobby v. Mitts,https://api.oyez.org/cases/2010/10-1000,10-1000,2010
55734,"Los Angeles County, CA v. Humphries",https://api.oyez.org/cases/2010/09-350,09-350,2010
55735,Ashcroft v. Al-Kidd,https://api.oyez.org/cases/2010/10-98,10-98,2010
55736,"Williamson v. Mazda Motor of America, Inc.",https://api.oyez.org/cases/2010/08-1314,08-1314,2010
55738,Abbott v. United States,https://api.oyez.org/cases/2010/09-479,09-479,2010
55739,Chamber of Commerce of the United States v. Whiting,https://api.oyez.org/cases/2010/09-115,09-115,2010
55740,FCC v. AT&T Inc.,https://api.oyez.org/cases/2010/09-1279,09-1279,2010
55741,"CSX Transportation, Inc. v. Alabama Department of Revenue",https://api.oyez.org/cases/2010/09-520,09-520,2010
55745,United States  v. Tinklenberg,https://api.oyez.org/cases/2010/09-1498,09-1498,2010
55746,Wall v. Kholi,https://api.oyez.org/cases/2010/09-868,09-868,2010
55747,"Erica P. John Fund, Inc. v. Halliburton Co.",https://api.oyez.org/cases/2010/09-1403,09-1403,2010
55748,Virginia Office for Protection and Advocacy v. Stewart,https://api.oyez.org/cases/2010/09-529,09-529,2010
55749,Sorrell v. IMS Health Inc.,https://api.oyez.org/cases/2010/10-779,10-779,2010
55750,Freeman v. United States,https://api.oyez.org/cases/2010/09-10245,09-10245,2010
55751,General Dynamics Corp. v. United States,https://api.oyez.org/cases/2010/09-1298,09-1298,2010
55752,Harrington v. Richter,https://api.oyez.org/cases/2010/09-587,09-587,2010
55753,CIGNA v. Amara,https://api.oyez.org/cases/2010/09-804,09-804,2010
55754,Madison County v. Oneida Indian Nation,https://api.oyez.org/cases/2010/10-72,10-72,2010
55755,J.D.B. v. North Carolina,https://api.oyez.org/cases/2010/09-11121,09-11121,2010
55756,Ortiz v. Jordan,https://api.oyez.org/cases/2010/09-737,09-737,2010
55757,Astra USA v. Santa Clara County,https://api.oyez.org/cases/2010/09-1273,09-1273,2010
55758,Henderson v. Shinseki,https://api.oyez.org/cases/2010/09-1036,09-1036,2010
55759,Smith v. Bayer Corp.,https://api.oyez.org/cases/2010/09-1205,09-1205,2010
55760,Chase Bank USA v. McCoy,https://api.oyez.org/cases/2010/09-329,09-329,2010
55761,"Ransom v. FIA Card Services, N.A.",https://api.oyez.org/cases/2010/09-907,09-907,2010
55762,Microsoft Corp. v. i4i Limited Partnership,https://api.oyez.org/cases/2010/10-290,10-290,2010
55764,Sykes v. United States,https://api.oyez.org/cases/2010/09-11311,09-11311,2010
55765,"Board of Trustees of the Leland Stanford Junior University v. Roche Molecular Systems, Inc.",https://api.oyez.org/cases/2010/09-1159,09-1159,2010
55766,Flores-Villar v. United States,https://api.oyez.org/cases/2010/09-5801,09-5801,2010
55767,United States v. Jicarilla Apache Nation,https://api.oyez.org/cases/2010/10-382,10-382,2010
55768,Tolentino v. New York,https://api.oyez.org/cases/2010/09-11556,09-11556,2010
55770,"Global-Tech Appliances, Inc. v. SEB S.A.",https://api.oyez.org/cases/2010/10-6,10-6,2010
55771,National Aeronautics and Space Administration v. Nelson,https://api.oyez.org/cases/2010/09-530,09-530,2010
55772,Milner v. Department of the Navy,https://api.oyez.org/cases/2010/09-1163,09-1163,2010
55773,"Costco Wholesale Corporation v. Omega, S.A.",https://api.oyez.org/cases/2010/08-1423,08-1423,2010
55774,Bullcoming v. New Mexico,https://api.oyez.org/cases/2010/09-10876,09-10876,2010
55775,Camreta v. Greene,https://api.oyez.org/cases/2010/09-1454,09-1454,2010
55776,DePierre v. United States,https://api.oyez.org/cases/2010/09-1533,09-1533,2010
55777,Kentucky v. King,https://api.oyez.org/cases/2010/09-1272,09-1272,2010
55778,"J. McIntyre Machinery, Ltd. v. Nicastro",https://api.oyez.org/cases/2010/09-1343,09-1343,2010
55779,McNeill v. United States,https://api.oyez.org/cases/2010/10-5258,10-5258,2010
55780,"Matrixx Initiatives, Inc. v. Siracusano",https://api.oyez.org/cases/2010/09-1156,09-1156,2010
55781,Montana v. Wyoming and North Dakota,https://api.oyez.org/cases/2010/137-orig,137-orig,2010
55782,Fox v. Vice,https://api.oyez.org/cases/2010/10-114,10-114,2010
55783,"Thompson v. North American Stainless, LP",https://api.oyez.org/cases/2010/09-291,09-291,2010
55784,Kasten v. Saint-Gobain Performance Plastics Corp.,https://api.oyez.org/cases/2010/09-834,09-834,2010
55785,United States v. Tohono O'odham Nation,https://api.oyez.org/cases/2010/09-846,09-846,2010
55787,"American Electric Power Co., Inc. v. Connecticut",https://api.oyez.org/cases/2010/10-174,10-174,2010
55788,"Wal-Mart Stores, Inc. v. Dukes",https://api.oyez.org/cases/2010/10-277,10-277,2010
55789,Turner v. Rogers,https://api.oyez.org/cases/2010/10-10,10-10,2010
55790,Staub v. Proctor Hospital,https://api.oyez.org/cases/2010/09-400,09-400,2010
55792,"Talk America, Inc. v. Michigan Bell Telephone Co.",https://api.oyez.org/cases/2010/10-313,10-313,2010
55793,Stern v. Marshall,https://api.oyez.org/cases/2010/10-179,10-179,2010
55795,Arizona Free Enterprise Club's Freedom Club PAC v. Bennett,https://api.oyez.org/cases/2010/10-238,10-238,2010
55796,Borough of Duryea v. Guarnieri,https://api.oyez.org/cases/2010/09-1476,09-1476,2010
55797,Brown v. Entertainment Merchants Association,https://api.oyez.org/cases/2010/08-1448,08-1448,2010
55798,Brown v. Plata,https://api.oyez.org/cases/2010/09-1233,09-1233,2010
55800,Davis v. United States,https://api.oyez.org/cases/2010/09-11328,09-11328,2010
55801,United States v. Juvenile Male,https://api.oyez.org/cases/2010/09-940,09-940,2010
55802,Skinner v. Switzer,https://api.oyez.org/cases/2010/09-9000,09-9000,2010
55804,Nevada Commission on Ethics v. Carrigan,https://api.oyez.org/cases/2010/10-568,10-568,2010
55805,Fowler v. United States,https://api.oyez.org/cases/2010/10-5443,10-5443,2010
55806,Sossamon v. Texas,https://api.oyez.org/cases/2010/08-1438,08-1438,2010
55807,Mayo Foundation v. United States,https://api.oyez.org/cases/2010/09-837,09-837,2010
55808,Cullen v. Pinholster,https://api.oyez.org/cases/2010/09-1088,09-1088,2010
55809,Snyder v. Phelps,https://api.oyez.org/cases/2010/09-751,09-751,2010
55810,"Janus Capital Group, Inc. v. First Derivative Traders",https://api.oyez.org/cases/2010/09-525,09-525,2010
55811,AT&T Mobility LLC v. Concepcion,https://api.oyez.org/cases/2010/09-893,09-893,2010
55812,Michigan v. Bryant,https://api.oyez.org/cases/2010/09-150,09-150,2010
55813,FAA v. Cooper,https://api.oyez.org/cases/2011/10-1024,10-1024,2011
55814,Lafler v. Cooper,https://api.oyez.org/cases/2011/10-209,10-209,2011
55815,FCC v. Fox Television Stations,https://api.oyez.org/cases/2011/10-1293,10-1293,2011
55816,Salazar v. Ramah Navajo Chapter,https://api.oyez.org/cases/2011/11-551,11-551,2011
55817,Vasquez v. United States,https://api.oyez.org/cases/2011/11-199,11-199,2011
55818,Hosanna-Tabor Evangelical Lutheran Church and School v. EEOC,https://api.oyez.org/cases/2011/10-553,10-553,2011
55819,Vartelas v. Holder,https://api.oyez.org/cases/2011/10-1211,10-1211,2011
55820,Christopher v. SmithKline,https://api.oyez.org/cases/2011/11-204,11-204,2011
55821,KPMG LLP v. Cocchi,https://api.oyez.org/cases/2011/10-1521,10-1521,2011
55822,United States v. Home Concrete & Supply,https://api.oyez.org/cases/2011/11-139,11-139,2011
55823,Ryburn v. Huff,https://api.oyez.org/cases/2011/11-208,11-208,2011
55824,Zivotofsky v. Clinton,https://api.oyez.org/cases/2011/10-699,10-699,2011
55825,Sackett v. EPA,https://api.oyez.org/cases/2011/10-1062,10-1062,2011
55826,Pacific Operators Offshore v. Valladolid,https://api.oyez.org/cases/2011/10-507,10-507,2011
55827,RadLAX Gateway Hotel v. Amalgamated Bank,https://api.oyez.org/cases/2011/11-166,11-166,2011
55828,Perry v. Perez,https://api.oyez.org/cases/2011/11-713,11-713,2011
55829,United States v. Alvarez,https://api.oyez.org/cases/2011/11-210,11-210,2011
55830,"Freeman v. Quicken Loans, Inc.",https://api.oyez.org/cases/2011/10-1042,10-1042,2011
55831,Marmet Health Care Center v. Brown,https://api.oyez.org/cases/2011/11-391,11-391,2011
55832,Smith v. Cain,https://api.oyez.org/cases/2011/10-8145,10-8145,2011
55833,Armour v. City of Indianapolis,https://api.oyez.org/cases/2011/11-161,11-161,2011
55834,Astrue v. Capato,https://api.oyez.org/cases/2011/11-159,11-159,2011
55835,Howes v. Fields,https://api.oyez.org/cases/2011/10-680,10-680,2011
55837,National Federation of Independent Business v. Sebelius,https://api.oyez.org/cases/2011/11-393,11-393,2011
55838,PPL Montana v. Montana,https://api.oyez.org/cases/2011/10-218,10-218,2011
55839,Kawashima v. Holder,https://api.oyez.org/cases/2011/10-577,10-577,2011
55840,Tennant v. Jefferson County Commission,https://api.oyez.org/cases/2011/11-1184,11-1184,2011
55841,Minneci v. Pollard,https://api.oyez.org/cases/2011/10-1104,10-1104,2011
55842,"American Tradition Partnership, Inc. v. Bullock",https://api.oyez.org/cases/2011/11-1179,11-1179,2011
55843,Match-E-Be-Nash-She-Wish Band v. Patchak,https://api.oyez.org/cases/2011/11-246,11-246,2011
55844,Williams v. Illinois,https://api.oyez.org/cases/2011/10-8505,10-8505,2011
55845,Douglas v. Independent Living Center of Southern California,https://api.oyez.org/cases/2011/09-958,09-958,2011
55846,Perry v. New Hampshire,https://api.oyez.org/cases/2011/10-8974,10-8974,2011
55847,Mohamad v. Palestinian Authority,https://api.oyez.org/cases/2011/11-88,11-88,2011
55848,"Mims v. Arrow Financial Services, LLC",https://api.oyez.org/cases/2011/10-1195,10-1195,2011
55849,Hardy v. Cross,https://api.oyez.org/cases/2011/11-74,11-74,2011
55850,Reichle v. Howards,https://api.oyez.org/cases/2011/11-262,11-262,2011
55851,Wetzel v. Lambert,https://api.oyez.org/cases/2011/11-38,11-38,2011
55852,Florence v. Board of Chosen Freeholders of the County of Burlington,https://api.oyez.org/cases/2011/10-945,10-945,2011
55853,Bobby v. Dixon,https://api.oyez.org/cases/2011/10-1540,10-1540,2011
55854,Wood v. Milyard,https://api.oyez.org/cases/2011/10-9995,10-9995,2011
55855,Martel v. Clair,https://api.oyez.org/cases/2011/10-1265,10-1265,2011
55856,Parker v. Matthews,https://api.oyez.org/cases/2011/11-845,11-845,2011
55857,Roberts v. Sea-Land Services,https://api.oyez.org/cases/2011/10-1399,10-1399,2011
55858,Southern Union Company v. United States,https://api.oyez.org/cases/2011/11-94,11-94,2011
55859,Arizona v. United States,https://api.oyez.org/cases/2011/11-182,11-182,2011
55860,Kurns v. Railroad Friction Products Corp.,https://api.oyez.org/cases/2011/10-879,10-879,2011
55861,Holder v. Gutierrez,https://api.oyez.org/cases/2011/10-1542,10-1542,2011
55862,Magner v. Gallagher,https://api.oyez.org/cases/2011/10-1032,10-1032,2011
55863,Miller v. Alabama,https://api.oyez.org/cases/2011/10-9646,10-9646,2011
55864,Kappos v. Hyatt,https://api.oyez.org/cases/2011/10-1219,10-1219,2011
55865,Knox v. Service Employees International Union,https://api.oyez.org/cases/2011/10-1121,10-1121,2011
55866,Golan v. Holder,https://api.oyez.org/cases/2011/10-545,10-545,2011
55867,Filarsky v. Delia,https://api.oyez.org/cases/2011/10-1018,10-1018,2011
55869,Kiobel v. Royal Dutch Petroleum,https://api.oyez.org/cases/2011/10-1491,10-1491,2011
55870,Judulang v. Holder,https://api.oyez.org/cases/2011/10-694,10-694,2011
55871,Setser v. United States,https://api.oyez.org/cases/2011/10-7387,10-7387,2011
55872,Reynolds v. United States,https://api.oyez.org/cases/2011/10-6549,10-6549,2011
55873,Cavazos v. Smith,https://api.oyez.org/cases/2011/10-1115,10-1115,2011
55874,Missouri v. Frye,https://api.oyez.org/cases/2011/10-444,10-444,2011
55875,Coleman v. Maryland Court of Appeals,https://api.oyez.org/cases/2011/10-1016,10-1016,2011
55877,First American Financial Corp. v. Edwards,https://api.oyez.org/cases/2011/10-708,10-708,2011
55878,Credit Suisse Securities LLC v. Simmonds,https://api.oyez.org/cases/2011/10-1261,10-1261,2011
55879,Greene v. Fisher,https://api.oyez.org/cases/2011/10-637,10-637,2011
55880,Dorsey v. United States,https://api.oyez.org/cases/2011/11-5683,11-5683,2011
55881,"Mayo Collaborative Services v. Prometheus Laboratories, Inc.",https://api.oyez.org/cases/2011/10-1150,10-1150,2011
55882,United States v. Jones,https://api.oyez.org/cases/2011/10-1259,10-1259,2011
55883,"Caraco Pharmaceutical Laboratories, Ltd. v. Novo Nordisk A/S",https://api.oyez.org/cases/2011/10-844,10-844,2011
55884,Taniguchi v. Kan Pacific Saipan,https://api.oyez.org/cases/2011/10-1472,10-1472,2011
55885,CompuCredit Corp. v. Greenwood,https://api.oyez.org/cases/2011/10-948,10-948,2011
55886,Elgin v. Department of the Treasury,https://api.oyez.org/cases/2011/11-45,11-45,2011
55887,Rehberg v. Paulk,https://api.oyez.org/cases/2011/10-788,10-788,2011
55888,Gonzalez v. Thaler,https://api.oyez.org/cases/2011/10-895,10-895,2011
55889,Messerschmidt v. Millender,https://api.oyez.org/cases/2011/10-704,10-704,2011
55890,Maples v. Thomas,https://api.oyez.org/cases/2011/10-63,10-63,2011
55891,Martinez v. Ryan,https://api.oyez.org/cases/2011/10-1001,10-1001,2011
55892,National Meat Association v. Harris,https://api.oyez.org/cases/2011/10-224,10-224,2011
55893,Blueford v. Arkansas,https://api.oyez.org/cases/2011/10-1320,10-1320,2011
55894,Hall v. United States,https://api.oyez.org/cases/2011/10-875,10-875,2011
55895,Chafin v. Chafin,https://api.oyez.org/cases/2012/11-1347,11-1347,2012
55896,FTC v. Phoebe Putney Health System,https://api.oyez.org/cases/2012/11-1160,11-1160,2012
55897,Hollingsworth v. Perry,https://api.oyez.org/cases/2012/12-144,12-144,2012
55898,United States v. Kebodeaux,https://api.oyez.org/cases/2012/12-418,12-418,2012
55899,McQuiggin v. Perkins,https://api.oyez.org/cases/2012/12-126,12-126,2012
55900,Metrish v. Lancaster,https://api.oyez.org/cases/2012/12-547,12-547,2012
55901,Dan's City Used Cars v. Pelkey,https://api.oyez.org/cases/2012/12-52,12-52,2012
55902,"Kirtsaeng v. John Wiley & Sons, Inc.",https://api.oyez.org/cases/2012/11-697,11-697,2012
55903,Horne v. Department of Agriculture,https://api.oyez.org/cases/2012/12-123,12-123,2012
55904,Marx v. General Revenue Corporation,https://api.oyez.org/cases/2012/11-1175,11-1175,2012
55905,United States v. Bormes,https://api.oyez.org/cases/2012/11-192,11-192,2012
55906,Florida v. Jardines,https://api.oyez.org/cases/2012/11-564,11-564,2012
55907,Amgen Inc. v. Connecticut Retirement Plans and Trust Funds,https://api.oyez.org/cases/2012/11-1085,11-1085,2012
55908,Evans v. Michigan,https://api.oyez.org/cases/2012/11-1327,11-1327,2012
55909,Salinas v. Texas,https://api.oyez.org/cases/2012/12-246,12-246,2012
55910,Arizona v. Inter Tribal Council of Arizona,https://api.oyez.org/cases/2012/12-71,12-71,2012
55911,Bailey v. United States,https://api.oyez.org/cases/2012/11-770,11-770,2012
55912,Fisher v. University of Texas,https://api.oyez.org/cases/2012/11-345,11-345,2012
55913,Sebelius v. Cloer,https://api.oyez.org/cases/2012/12-236,12-236,2012
55914,Sebelius v. Auburn Regional Medical Center,https://api.oyez.org/cases/2012/11-1231,11-1231,2012
55915,Florida v. Harris,https://api.oyez.org/cases/2012/11-817,11-817,2012
55916,United States v. Windsor,https://api.oyez.org/cases/2012/12-307,12-307,2012
55917,Vance v. Ball State University,https://api.oyez.org/cases/2012/11-556,11-556,2012
55918,Ryan v. Gonzales,https://api.oyez.org/cases/2012/10-930,10-930,2012
55919,American Trucking Associations v. City of Los Angeles,https://api.oyez.org/cases/2012/11-798,11-798,2012
55920,Peugh v. United States,https://api.oyez.org/cases/2012/12-62,12-62,2012
55921,Standard Fire Insurance Company v. Knowles,https://api.oyez.org/cases/2012/11-1450,11-1450,2012
55922,Kloeckner v Solis,https://api.oyez.org/cases/2012/11-184,11-184,2012
55923,Trevino v. Thaler,https://api.oyez.org/cases/2012/11-10189,11-10189,2012
55924,City of Arlington v. FCC,https://api.oyez.org/cases/2012/11-1545,11-1545,2012
55925,"Nitro-Lift Technologies, LLC v. Howard",https://api.oyez.org/cases/2012/11-1377,11-1377,2012
55926,Agency for International Development v. Alliance for Open Society International,https://api.oyez.org/cases/2012/12-10,12-10,2012
55927,Already LLC v. Nike,https://api.oyez.org/cases/2012/11-982,11-982,2012
55928,Maryland v. King,https://api.oyez.org/cases/2012/12-207,12-207,2012
55929,Levin v. United States,https://api.oyez.org/cases/2012/11-1351,11-1351,2012
55930,United States v. Davila,https://api.oyez.org/cases/2012/12-167,12-167,2012
55931,Wos v. E.M.A. et al.,https://api.oyez.org/cases/2012/12-98,12-98,2012
55932,Shelby County v. Holder,https://api.oyez.org/cases/2012/12-96,12-96,2012
55933,Decker v. Northwest Environmental Defense Center,https://api.oyez.org/cases/2012/11-338,11-338,2012
55934,Chaidez v. United States,https://api.oyez.org/cases/2012/11-820,11-820,2012
55935,Gabelli v. Securities and Exchange Commission,https://api.oyez.org/cases/2012/11-1274,11-1274,2012
55936,University of Texas Southwestern Medical Center v. Nassar,https://api.oyez.org/cases/2012/12-484,12-484,2012
55937,Koontz v. St. John's River Water Management,https://api.oyez.org/cases/2012/11-1447,11-1447,2012
55938,Henderson v. United States,https://api.oyez.org/cases/2012/11-9307,11-9307,2012
55939,Lefemine v. Wideman,https://api.oyez.org/cases/2012/12-168,12-168,2012
55940,Missouri v. McNeely,https://api.oyez.org/cases/2012/11-1425,11-1425,2012
55941,Millbrook v. United States,https://api.oyez.org/cases/2012/11-10362,11-10362,2012
55942,Alleyne v. United States,https://api.oyez.org/cases/2012/11-9335,11-9335,2012
55943,Lozman v. Riviera Beach,https://api.oyez.org/cases/2012/11-626,11-626,2012
55944,Bowman v. Monsanto,https://api.oyez.org/cases/2012/11-796,11-796,2012
55945,Gunn v. Minton,https://api.oyez.org/cases/2012/11-1118,11-1118,2012
55946,Descamps v. United States,https://api.oyez.org/cases/2012/11-9540,11-9540,2012
55947,Hillman v. Maretta,https://api.oyez.org/cases/2012/11-1221,11-1221,2012
55948,FTC v. Actavis Inc.,https://api.oyez.org/cases/2012/12-416,12-416,2012
55949,Arkansas Game & Fish Commission v. United States of America,https://api.oyez.org/cases/2012/11-597,11-597,2012
55950,Genesis Healthcare v. Symczyk,https://api.oyez.org/cases/2012/11-1059,11-1059,2012
55951,Ryan v. Schad,https://api.oyez.org/cases/2012/12-1084,12-1084,2012
55952,Sekhar v. United States,https://api.oyez.org/cases/2012/12-357,12-357,2012
55953,US Airways v. McCutchen,https://api.oyez.org/cases/2012/11-1285,11-1285,2012
55954,"Los Angeles County Flood Control District v. Natural Resources Defense Council, Inc.",https://api.oyez.org/cases/2012/11-460,11-460,2012
55955,Boyer v. Louisiana,https://api.oyez.org/cases/2012/11-9953,11-9953,2012
55956,Bullock v. BankChampaign,https://api.oyez.org/cases/2012/11-1518,11-1518,2012
55957,"American Express Co., et al. v. Italian Colors Restaurant",https://api.oyez.org/cases/2012/12-133,12-133,2012
55958,PPL Corporation v. Commissioner of Internal Revenue,https://api.oyez.org/cases/2012/12-43,12-43,2012
55959,Comcast v. Behrend,https://api.oyez.org/cases/2012/11-864,11-864,2012
55960,Smith v. United States,https://api.oyez.org/cases/2012/11-8976,11-8976,2012
55961,Moncrieffe v. Holder,https://api.oyez.org/cases/2012/11-702,11-702,2012
55962,Mutual Pharmaceutical Co. v. Bartlett,https://api.oyez.org/cases/2012/12-142,12-142,2012
55963,Oxford Health Plans v. Sutter,https://api.oyez.org/cases/2012/12-135,12-135,2012
55964,Clapper v. Amnesty International USA,https://api.oyez.org/cases/2012/11-1025,11-1025,2012
55965,Johnson v. Williams,https://api.oyez.org/cases/2012/11-465,11-465,2012
55966,Adoptive Couple v. Baby Girl,https://api.oyez.org/cases/2012/12-399,12-399,2012
55967,Association for Molecular Pathology v. Myriad Genetics,https://api.oyez.org/cases/2012/12-398,12-398,2012
55968,Tarrant Regional Water District v. Herrmann,https://api.oyez.org/cases/2012/11-889,11-889,2012
55969,Maracich v. Spears,https://api.oyez.org/cases/2012/12-25,12-25,2012
55971,McBurney v. Young,https://api.oyez.org/cases/2012/12-17,12-17,2012
55972,Nevada v. Jackson,https://api.oyez.org/cases/2012/12-694,12-694,2012
55973,United States v. Apel,https://api.oyez.org/cases/2013/12-1038,12-1038,2013
55974,Schuette v. Coalition to Defend Affirmative Action,https://api.oyez.org/cases/2013/12-682,12-682,2013
55975,Michigan v. Bay Mills Indian Community,https://api.oyez.org/cases/2013/12-515,12-515,2013
55976,"Mississippi, ex rel. Hood v. AU Optronics Corp.",https://api.oyez.org/cases/2013/12-1036,12-1036,2013
55977,BG Group PLC v. Argentina,https://api.oyez.org/cases/2013/12-138,12-138,2013
55978,Burwell v. Hobby Lobby Stores,https://api.oyez.org/cases/2013/13-354,13-354,2013
55979,Stanton v. Sims,https://api.oyez.org/cases/2013/12-1217,12-1217,2013
55980,Daimler AG v. Bauman,https://api.oyez.org/cases/2013/11-965,11-965,2013
55983,Prado Navarette v. California,https://api.oyez.org/cases/2013/12-9490,12-9490,2013
55984,Fernandez v. California,https://api.oyez.org/cases/2013/12-7822,12-7822,2013
55985,Walden v. Fiore,https://api.oyez.org/cases/2013/12-574,12-574,2013
55986,United States v. Quality Stores,https://api.oyez.org/cases/2013/12-1408,12-1408,2013
55987,Abramski v. United States,https://api.oyez.org/cases/2013/12-1493,12-1493,2013
55988,Fifth Third Bancorp v. Dudenhoeffer,https://api.oyez.org/cases/2013/12-751,12-751,2013
55989,Kansas v. Cheever,https://api.oyez.org/cases/2013/12-609,12-609,2013
55990,Loughrin v. United States,https://api.oyez.org/cases/2013/13-316,13-316,2013
55991,McCullen v. Coakley,https://api.oyez.org/cases/2013/12-1168,12-1168,2013
55992,Sprint Communications Co. v. Jacobs,https://api.oyez.org/cases/2013/12-815,12-815,2013
55993,Octane Fitness v. ICON Health & Fitness,https://api.oyez.org/cases/2013/12-1184,12-1184,2013
55994,Lexmark International v. Static Control Components,https://api.oyez.org/cases/2013/12-873,12-873,2013
55995,Harris v. Quinn,https://api.oyez.org/cases/2013/11-681,11-681,2013
55996,"Petrella v. MGM, Inc.",https://api.oyez.org/cases/2013/12-1315,12-1315,2013
55997,Air Wisconsin Airlines Corp. v. Hoeper,https://api.oyez.org/cases/2013/12-315,12-315,2013
55998,Wood v. Moss,https://api.oyez.org/cases/2013/13-115,13-115,2013
55999,Burt v. Titlow,https://api.oyez.org/cases/2013/12-414,12-414,2013
56000,"Medtronic, Inc. v. Boston Scientific Corp.",https://api.oyez.org/cases/2013/12-1128,12-1128,2013
56001,Atlantic Marine Construction Company v. U.S. District Court for the Western District of Texas,https://api.oyez.org/cases/2013/12-929,12-929,2013
56002,Madigan v. Levin,https://api.oyez.org/cases/2013/12-872,12-872,2013
56003,White v. Woodall,https://api.oyez.org/cases/2013/12-794,12-794,2013
56004,Chadbourne and Parke LLP v. Troice,https://api.oyez.org/cases/2013/12-79,12-79,2013
56005,National Labor Relations Board v. Noel Canning,https://api.oyez.org/cases/2013/12-1281,12-1281,2013
56006,Executive Benefits Insurance Agency v. Arkison,https://api.oyez.org/cases/2013/12-1200,12-1200,2013
56007,Plumhoff v. Rickard,https://api.oyez.org/cases/2013/12-1117,12-1117,2013
56009,United States v. Woods,https://api.oyez.org/cases/2013/12-562,12-562,2013
56010,Unite Here Local 355 v. Mulhall,https://api.oyez.org/cases/2013/12-99,12-99,2013
56011,Kaley v. United States,https://api.oyez.org/cases/2013/12-464,12-464,2013
56012,Town of Greece v. Galloway,https://api.oyez.org/cases/2013/12-696,12-696,2013
56014,McCutcheon v. Federal Election Commission,https://api.oyez.org/cases/2013/12-536,12-536,2013
56015,Cline v. Oklahoma Coalition for Reproductive Justice,https://api.oyez.org/cases/2013/12-1094,12-1094,2013
56016,"Mount Holly v. Mt. Holly Gardens Citizens in Action, Inc.",https://api.oyez.org/cases/2013/11-1507,11-1507,2013
56017,Highmark v. Allcare Management Systems,https://api.oyez.org/cases/2013/12-1163,12-1163,2013
56019,United States v. Castleman,https://api.oyez.org/cases/2013/12-1371,12-1371,2013
56020,Brandt Revocable Trust v. United States,https://api.oyez.org/cases/2013/12-1173,12-1173,2013
56021,United States Forest Service v. Pacific Rivers Council,https://api.oyez.org/cases/2012/12-623,12-623,2012
56022,Rosemond v. United States,https://api.oyez.org/cases/2013/12-895,12-895,2013
56023,Ray Haluch Gravel Co. v. Central Pension Fund,https://api.oyez.org/cases/2013/12-992,12-992,2013
56024,Ford Motor Company v. United States,https://api.oyez.org/cases/2013/13-113,13-113,2013
56025,"Halliburton Co. v. Erica P. John Fund, Inc.",https://api.oyez.org/cases/2013/13-317,13-317,2013
56026,Utility Air Regulatory Group v. EPA,https://api.oyez.org/cases/2013/12-1146,12-1146,2013
56027,"Lawson and Zang v. FMR, LLC",https://api.oyez.org/cases/2013/12-3,12-3,2013
56028,Environmental Protection Agency v. EME Homer City Generation,https://api.oyez.org/cases/2013/12-1182,12-1182,2013
56029,Lozano v. Montoya Alvarez,https://api.oyez.org/cases/2013/12-820,12-820,2013
56030,Paroline v. United States,https://api.oyez.org/cases/2013/12-8561,12-8561,2013
56031,Burrage v. United States,https://api.oyez.org/cases/2013/12-7515,12-7515,2013
56032,Lane v. Franks,https://api.oyez.org/cases/2013/13-483,13-483,2013
